Disaster: Fire | Severity: High | SMOKE:167.9, VIBRATION:8.81
Disaster: Fire | Severity: High | SMOKE:139.93, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:162.24, VIBRATION:8.53
Disaster: Fire | Severity: Medium | SMOKE:46.81, VIBRATION:2.95
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:2.79
Disaster: Fire | Severity: High | SMOKE:212.64, VIBRATION:9.2
Disaster: Fire | Severity: High | SMOKE:165.33, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:135.54, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:158.93, VIBRATION:8.41
Disaster: Fire | Severity: Medium | SMOKE:44.48, VIBRATION:2.97
Disaster: Fire | Severity: High | SMOKE:297.9, VIBRATION:2.83
Disaster: Fire | Severity: High | SMOKE:213.94, VIBRATION:9.29
Disaster: Fire | Severity: High | SMOKE:161.41, VIBRATION:9.87
Disaster: Fire | Severity: High | SMOKE:137.11, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:157.27, VIBRATION:8.47
Disaster: Fire | Severity: Medium | SMOKE:49.31, VIBRATION:2.9
Disaster: Fire | Severity: High | SMOKE:299.03, VIBRATION:2.9
Disaster: Fire | Severity: High | SMOKE:213.7, VIBRATION:9.23
Disaster: Fire | Severity: High | SMOKE:163.6, VIBRATION:9.67
Disaster: Fire | Severity: High | SMOKE:139.43, VIBRATION:9.89
Disaster: Fire | Severity: High | SMOKE:162.12, VIBRATION:8.27
Disaster: Fire | Severity: Medium | SMOKE:48.7, VIBRATION:2.7
Disaster: Fire | Severity: High | SMOKE:299.52, VIBRATION:3.18
Disaster: Fire | Severity: High | SMOKE:217.53, VIBRATION:9.19
Disaster: Fire | Severity: High | SMOKE:165.13, VIBRATION:9.95
Disaster: Fire | Severity: High | SMOKE:135.96, VIBRATION:9.85
Disaster: Fire | Severity: High | SMOKE:161.3, VIBRATION:8.06
Disaster: Fire | Severity: Medium | SMOKE:52.52, VIBRATION:2.77
Disaster: Fire | Severity: High | SMOKE:298.98, VIBRATION:3.38
Disaster: Fire | Severity: High | SMOKE:220.28, VIBRATION:9.46
Disaster: Fire | Severity: High | SMOKE:163.16, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:137.31, VIBRATION:9.56
Disaster: Fire | Severity: High | SMOKE:158.25, VIBRATION:8.23
Disaster: Fire | Severity: Medium | SMOKE:50.72, VIBRATION:2.71
Disaster: Fire | Severity: High | SMOKE:295.58, VIBRATION:3.28
Disaster: Fire | Severity: High | SMOKE:224.27, VIBRATION:9.75
Disaster: Fire | Severity: High | SMOKE:160.0, VIBRATION:9.94
Disaster: Fire | Severity: High | SMOKE:134.57, VIBRATION:9.37
Disaster: Fire | Severity: High | SMOKE:161.74, VIBRATION:7.98
Disaster: Fire | Severity: Medium | SMOKE:53.61, VIBRATION:2.82
Disaster: Fire | Severity: High | SMOKE:299.16, VIBRATION:3.34
Disaster: Fire | Severity: High | SMOKE:220.92, VIBRATION:9.73
Disaster: Fire | Severity: High | SMOKE:156.52, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:138.09, VIBRATION:9.31
Disaster: Fire | Severity: High | SMOKE:160.47, VIBRATION:8.05
Disaster: Fire | Severity: Medium | SMOKE:54.68, VIBRATION:2.73
Disaster: Fire | Severity: High | SMOKE:294.74, VIBRATION:3.6
Disaster: Fire | Severity: High | SMOKE:218.59, VIBRATION:9.72
Disaster: Fire | Severity: High | SMOKE:154.44, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:139.9, VIBRATION:9.08
Disaster: Fire | Severity: High | SMOKE:157.18, VIBRATION:7.8
Disaster: Fire | Severity: Medium | SMOKE:57.05, VIBRATION:3.02
Disaster: Fire | Severity: High | SMOKE:299.73, VIBRATION:3.57
Disaster: Fire | Severity: High | SMOKE:220.35, VIBRATION:9.72
Disaster: Fire | Severity: High | SMOKE:158.31, VIBRATION:9.72
Disaster: Fire | Severity: High | SMOKE:142.09, VIBRATION:9.3
Disaster: Fire | Severity: High | SMOKE:161.31, VIBRATION:7.65
Disaster: Fire | Severity: Medium | SMOKE:58.86, VIBRATION:3.25
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:3.42
Disaster: Fire | Severity: High | SMOKE:218.08, VIBRATION:9.46
Disaster: Fire | Severity: High | SMOKE:161.18, VIBRATION:9.42
Disaster: Fire | Severity: High | SMOKE:142.67, VIBRATION:9.27
Disaster: Fire | Severity: High | SMOKE:164.67, VIBRATION:7.63
Disaster: Fire | Severity: Medium | SMOKE:59.81, VIBRATION:2.96
Disaster: Fire | Severity: High | SMOKE:299.26, VIBRATION:3.43
Disaster: Fire | Severity: High | SMOKE:214.89, VIBRATION:9.23
Disaster: Fire | Severity: High | SMOKE:158.54, VIBRATION:9.49
Disaster: Fire | Severity: High | SMOKE:139.03, VIBRATION:9.25
Disaster: Fire | Severity: High | SMOKE:162.43, VIBRATION:7.67
Disaster: Fire | Severity: Medium | SMOKE:61.43, VIBRATION:3.13
Disaster: Fire | Severity: High | SMOKE:299.03, VIBRATION:3.72
Disaster: Fire | Severity: High | SMOKE:213.66, VIBRATION:9.29
Disaster: Fire | Severity: High | SMOKE:155.75, VIBRATION:9.23
Disaster: Fire | Severity: High | SMOKE:143.86, VIBRATION:8.95
Disaster: Fire | Severity: High | SMOKE:164.31, VIBRATION:7.74
Disaster: Fire | Severity: Medium | SMOKE:56.54, VIBRATION:3.07
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:3.67
Disaster: Fire | Severity: High | SMOKE:218.61, VIBRATION:9.46
Disaster: Fire | Severity: High | SMOKE:158.84, VIBRATION:9.23
Disaster: Fire | Severity: High | SMOKE:148.77, VIBRATION:9.01
Disaster: Fire | Severity: High | SMOKE:159.71, VIBRATION:7.64
Disaster: Fire | Severity: Medium | SMOKE:56.87, VIBRATION:2.86
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:3.94
Disaster: Fire | Severity: High | SMOKE:218.07, VIBRATION:9.28
Disaster: Fire | Severity: High | SMOKE:162.22, VIBRATION:9.02
Disaster: Fire | Severity: High | SMOKE:146.24, VIBRATION:9.2
Disaster: Fire | Severity: High | SMOKE:164.48, VIBRATION:7.8
Disaster: Fire | Severity: Medium | SMOKE:54.17, VIBRATION:2.58
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:3.99
Disaster: Fire | Severity: High | SMOKE:216.4, VIBRATION:9.45
Disaster: Fire | Severity: High | SMOKE:160.49, VIBRATION:8.75
Disaster: Fire | Severity: High | SMOKE:144.74, VIBRATION:8.94
Disaster: Fire | Severity: High | SMOKE:168.11, VIBRATION:7.8
Disaster: Fire | Severity: Medium | SMOKE:52.51, VIBRATION:2.7
Disaster: Fire | Severity: High | SMOKE:298.58, VIBRATION:3.97
Disaster: Fire | Severity: High | SMOKE:215.38, VIBRATION:9.46
Disaster: Fire | Severity: High | SMOKE:158.35, VIBRATION:8.64
Disaster: Fire | Severity: High | SMOKE:145.77, VIBRATION:8.85
Disaster: Fire | Severity: High | SMOKE:163.44, VIBRATION:7.54
Disaster: Fire | Severity: Medium | SMOKE:51.4, VIBRATION:2.47
Disaster: Fire | Severity: High | SMOKE:294.64, VIBRATION:4.27
Disaster: Fire | Severity: High | SMOKE:217.75, VIBRATION:9.64
Disaster: Fire | Severity: High | SMOKE:153.61, VIBRATION:8.7
Disaster: Fire | Severity: High | SMOKE:141.36, VIBRATION:8.84
Disaster: Fire | Severity: High | SMOKE:160.05, VIBRATION:7.7
Disaster: Fire | Severity: Medium | SMOKE:51.3, VIBRATION:2.56
Disaster: Fire | Severity: High | SMOKE:295.88, VIBRATION:4.36
Disaster: Fire | Severity: High | SMOKE:220.65, VIBRATION:9.75
Disaster: Fire | Severity: High | SMOKE:152.83, VIBRATION:8.61
Disaster: Fire | Severity: High | SMOKE:137.85, VIBRATION:8.78
Disaster: Fire | Severity: High | SMOKE:162.03, VIBRATION:7.47
Disaster: Fire | Severity: Medium | SMOKE:50.29, VIBRATION:2.39
Disaster: Fire | Severity: High | SMOKE:296.36, VIBRATION:4.21
Disaster: Fire | Severity: High | SMOKE:216.49, VIBRATION:9.89
Disaster: Fire | Severity: High | SMOKE:150.91, VIBRATION:8.56
Disaster: Fire | Severity: High | SMOKE:136.2, VIBRATION:8.7
Disaster: Fire | Severity: High | SMOKE:158.57, VIBRATION:7.26
Disaster: Fire | Severity: Medium | SMOKE:55.18, VIBRATION:2.51
Disaster: Fire | Severity: High | SMOKE:294.07, VIBRATION:4.48
Disaster: Fire | Severity: High | SMOKE:215.17, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:147.94, VIBRATION:8.75
Disaster: Fire | Severity: High | SMOKE:137.12, VIBRATION:8.78
Disaster: Fire | Severity: High | SMOKE:155.75, VIBRATION:7.02
Disaster: Fire | Severity: Medium | SMOKE:59.11, VIBRATION:2.23
Disaster: Fire | Severity: High | SMOKE:290.4, VIBRATION:4.24
Disaster: Fire | Severity: High | SMOKE:215.16, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:152.16, VIBRATION:8.6
Disaster: Fire | Severity: High | SMOKE:133.07, VIBRATION:8.76
Disaster: Fire | Severity: High | SMOKE:152.99, VIBRATION:6.96
Disaster: Fire | Severity: Medium | SMOKE:55.71, VIBRATION:2.34
Disaster: Fire | Severity: High | SMOKE:290.93, VIBRATION:4.05
Disaster: Fire | Severity: High | SMOKE:215.34, VIBRATION:9.71
Disaster: Fire | Severity: High | SMOKE:151.37, VIBRATION:8.43
Disaster: Fire | Severity: High | SMOKE:130.56, VIBRATION:9.02
Disaster: Fire | Severity: High | SMOKE:156.01, VIBRATION:6.71
Disaster: Fire | Severity: Medium | SMOKE:52.01, VIBRATION:2.23
Disaster: Fire | Severity: High | SMOKE:287.33, VIBRATION:4.07
Disaster: Fire | Severity: High | SMOKE:211.19, VIBRATION:9.66
Disaster: Fire | Severity: High | SMOKE:150.59, VIBRATION:8.49
Disaster: Fire | Severity: High | SMOKE:127.37, VIBRATION:8.88
Disaster: Fire | Severity: High | SMOKE:154.31, VIBRATION:6.66
Disaster: Fire | Severity: Medium | SMOKE:48.47, VIBRATION:2.01
Disaster: Fire | Severity: High | SMOKE:287.01, VIBRATION:3.91
Disaster: Fire | Severity: High | SMOKE:209.31, VIBRATION:9.62
Disaster: Fire | Severity: High | SMOKE:148.17, VIBRATION:8.59
Disaster: Fire | Severity: High | SMOKE:126.12, VIBRATION:8.96
Disaster: Fire | Severity: High | SMOKE:156.34, VIBRATION:6.63
Disaster: Fire | Severity: Medium | SMOKE:51.1, VIBRATION:2.28
Disaster: Fire | Severity: High | SMOKE:287.39, VIBRATION:3.67
Disaster: Fire | Severity: High | SMOKE:213.52, VIBRATION:9.87
Disaster: Fire | Severity: High | SMOKE:143.35, VIBRATION:8.69
Disaster: Fire | Severity: High | SMOKE:125.88, VIBRATION:9.07
Disaster: Fire | Severity: High | SMOKE:161.22, VIBRATION:6.73
Disaster: Fire | Severity: Medium | SMOKE:50.07, VIBRATION:2.16
Disaster: Fire | Severity: High | SMOKE:282.92, VIBRATION:3.73
Disaster: Fire | Severity: High | SMOKE:210.62, VIBRATION:9.69
Disaster: Fire | Severity: High | SMOKE:141.54, VIBRATION:8.74
Disaster: Fire | Severity: High | SMOKE:124.28, VIBRATION:8.93
Disaster: Fire | Severity: High | SMOKE:161.74, VIBRATION:6.73
Disaster: Fire | Severity: Medium | SMOKE:49.17, VIBRATION:2.28
Disaster: Fire | Severity: High | SMOKE:282.1, VIBRATION:3.89
Disaster: Fire | Severity: High | SMOKE:214.45, VIBRATION:9.74
Disaster: Fire | Severity: High | SMOKE:139.61, VIBRATION:8.96
Disaster: Fire | Severity: High | SMOKE:128.14, VIBRATION:8.79
Disaster: Fire | Severity: High | SMOKE:166.01, VIBRATION:6.96
Disaster: Fire | Severity: Medium | SMOKE:53.44, VIBRATION:2.53
Disaster: Fire | Severity: High | SMOKE:279.31, VIBRATION:3.87
Disaster: Fire | Severity: High | SMOKE:214.5, VIBRATION:9.46
Disaster: Fire | Severity: High | SMOKE:142.51, VIBRATION:8.69
Disaster: Fire | Severity: High | SMOKE:124.97, VIBRATION:8.96
Disaster: Fire | Severity: High | SMOKE:165.61, VIBRATION:7.2
Disaster: Fire | Severity: Medium | SMOKE:49.07, VIBRATION:2.81
Disaster: Fire | Severity: High | SMOKE:279.74, VIBRATION:3.82
Disaster: Fire | Severity: High | SMOKE:210.66, VIBRATION:9.64
Disaster: Fire | Severity: High | SMOKE:142.39, VIBRATION:8.94
Disaster: Fire | Severity: High | SMOKE:121.47, VIBRATION:9.1
Disaster: Fire | Severity: High | SMOKE:162.22, VIBRATION:7.32
Disaster: Fire | Severity: Medium | SMOKE:50.02, VIBRATION:2.81
Disaster: Fire | Severity: High | SMOKE:278.94, VIBRATION:3.98
Disaster: Fire | Severity: High | SMOKE:209.82, VIBRATION:9.93
Disaster: Fire | Severity: High | SMOKE:140.29, VIBRATION:8.72
Disaster: Fire | Severity: High | SMOKE:118.59, VIBRATION:8.82
Disaster: Fire | Severity: High | SMOKE:162.78, VIBRATION:7.22
Disaster: Fire | Severity: Medium | SMOKE:51.02, VIBRATION:2.61
Disaster: Fire | Severity: High | SMOKE:279.87, VIBRATION:3.87
Disaster: Fire | Severity: High | SMOKE:205.17, VIBRATION:9.67
Disaster: Fire | Severity: High | SMOKE:140.52, VIBRATION:8.98
Disaster: Fire | Severity: High | SMOKE:116.07, VIBRATION:9.02
Disaster: Fire | Severity: High | SMOKE:167.21, VIBRATION:7.14
Disaster: Fire | Severity: Medium | SMOKE:49.66, VIBRATION:2.44
Disaster: Fire | Severity: High | SMOKE:283.86, VIBRATION:4.07
Disaster: Fire | Severity: High | SMOKE:207.85, VIBRATION:9.38
Disaster: Fire | Severity: High | SMOKE:136.09, VIBRATION:9.28
Disaster: Fire | Severity: High | SMOKE:113.24, VIBRATION:9.06
Disaster: Fire | Severity: High | SMOKE:168.37, VIBRATION:7.0
Disaster: Fire | Severity: Medium | SMOKE:45.23, VIBRATION:2.3
Disaster: Fire | Severity: High | SMOKE:279.49, VIBRATION:4.23
Disaster: Fire | Severity: High | SMOKE:204.39, VIBRATION:9.66
Disaster: Fire | Severity: High | SMOKE:132.75, VIBRATION:9.37
Disaster: Fire | Severity: High | SMOKE:112.24, VIBRATION:9.32
Disaster: Fire | Severity: High | SMOKE:172.16, VIBRATION:6.88
Disaster: Fire | Severity: Medium | SMOKE:40.97, VIBRATION:2.41
Disaster: Fire | Severity: High | SMOKE:284.21, VIBRATION:4.52
Disaster: Fire | Severity: High | SMOKE:202.79, VIBRATION:9.73
Disaster: Fire | Severity: High | SMOKE:131.43, VIBRATION:9.5
Disaster: Fire | Severity: High | SMOKE:112.65, VIBRATION:9.22
Disaster: Fire | Severity: High | SMOKE:175.59, VIBRATION:6.82
Disaster: Fire | Severity: Medium | SMOKE:40.11, VIBRATION:2.58
Disaster: Fire | Severity: High | SMOKE:287.62, VIBRATION:4.5
Disaster: Fire | Severity: High | SMOKE:201.48, VIBRATION:9.91
Disaster: Fire | Severity: High | SMOKE:129.86, VIBRATION:9.65
Disaster: Fire | Severity: High | SMOKE:109.73, VIBRATION:9.35
Disaster: Fire | Severity: High | SMOKE:172.45, VIBRATION:7.12
Disaster: Fire | Severity: Medium | SMOKE:42.24, VIBRATION:2.31
Disaster: Fire | Severity: High | SMOKE:283.76, VIBRATION:4.74
Disaster: Fire | Severity: High | SMOKE:205.47, VIBRATION:9.9
Disaster: Fire | Severity: High | SMOKE:128.01, VIBRATION:9.92
Disaster: Fire | Severity: High | SMOKE:104.88, VIBRATION:9.25
Disaster: Fire | Severity: High | SMOKE:170.9, VIBRATION:7.22
Disaster: Fire | Severity: Medium | SMOKE:37.43, VIBRATION:2.06
Disaster: Fire | Severity: High | SMOKE:284.42, VIBRATION:4.73
Disaster: Fire | Severity: High | SMOKE:209.52, VIBRATION:9.7
Disaster: Fire | Severity: High | SMOKE:131.21, VIBRATION:9.77
Disaster: Fire | Severity: High | SMOKE:106.44, VIBRATION:9.42
Disaster: Fire | Severity: High | SMOKE:166.03, VIBRATION:7.4
Disaster: Fire | Severity: Medium | SMOKE:38.43, VIBRATION:2.29
Disaster: Fire | Severity: High | SMOKE:281.32, VIBRATION:4.7
Disaster: Fire | Severity: High | SMOKE:213.16, VIBRATION:9.84
Disaster: Fire | Severity: High | SMOKE:127.55, VIBRATION:9.94
Disaster: Fire | Severity: High | SMOKE:103.42, VIBRATION:9.22
Disaster: Fire | Severity: High | SMOKE:169.77, VIBRATION:7.36
Disaster: Fire | Severity: Medium | SMOKE:37.12, VIBRATION:2.39
Disaster: Fire | Severity: High | SMOKE:282.07, VIBRATION:4.58
Disaster: Fire | Severity: High | SMOKE:217.72, VIBRATION:9.85
Disaster: Fire | Severity: High | SMOKE:130.67, VIBRATION:9.8
Disaster: Fire | Severity: High | SMOKE:99.06, VIBRATION:9.32
Disaster: Fire | Severity: High | SMOKE:169.92, VIBRATION:7.22
Disaster: Fire | Severity: Medium | SMOKE:39.17, VIBRATION:2.51
Disaster: Fire | Severity: High | SMOKE:278.28, VIBRATION:4.44
Disaster: Fire | Severity: High | SMOKE:214.8, VIBRATION:9.69
Disaster: Fire | Severity: High | SMOKE:133.69, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:101.33, VIBRATION:9.56
Disaster: Fire | Severity: High | SMOKE:172.75, VIBRATION:7.15
Disaster: Fire | Severity: Medium | SMOKE:43.57, VIBRATION:2.55
Disaster: Fire | Severity: High | SMOKE:282.62, VIBRATION:4.16
Disaster: Fire | Severity: High | SMOKE:212.46, VIBRATION:9.92
Disaster: Fire | Severity: High | SMOKE:131.78, VIBRATION:9.97
Disaster: Fire | Severity: High | SMOKE:99.83, VIBRATION:9.31
Disaster: Fire | Severity: High | SMOKE:167.82, VIBRATION:7.42
Disaster: Fire | Severity: Medium | SMOKE:45.36, VIBRATION:2.54
Disaster: Fire | Severity: High | SMOKE:286.33, VIBRATION:3.93
Disaster: Fire | Severity: High | SMOKE:212.61, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:136.58, VIBRATION:9.74
Disaster: Fire | Severity: High | SMOKE:99.24, VIBRATION:9.03
Disaster: Fire | Severity: High | SMOKE:164.09, VIBRATION:7.26
Disaster: Fire | Severity: Medium | SMOKE:45.64, VIBRATION:2.47
Disaster: Fire | Severity: High | SMOKE:290.67, VIBRATION:4.07
Disaster: Fire | Severity: High | SMOKE:214.02, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:136.66, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:97.52, VIBRATION:8.94
Disaster: Fire | Severity: High | SMOKE:166.11, VIBRATION:7.1
Disaster: Fire | Severity: Medium | SMOKE:50.1, VIBRATION:2.54
Disaster: Fire | Severity: High | SMOKE:294.48, VIBRATION:4.35
Disaster: Fire | Severity: High | SMOKE:211.11, VIBRATION:9.8
Disaster: Fire | Severity: High | SMOKE:139.55, VIBRATION:9.93
Disaster: Fire | Severity: High | SMOKE:99.43, VIBRATION:8.8
Disaster: Fire | Severity: High | SMOKE:169.22, VIBRATION:6.9
Disaster: Fire | Severity: Medium | SMOKE:48.56, VIBRATION:2.61
Disaster: Fire | Severity: High | SMOKE:295.58, VIBRATION:4.15
Disaster: Fire | Severity: High | SMOKE:212.95, VIBRATION:9.65
Disaster: Fire | Severity: High | SMOKE:138.7, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:95.9, VIBRATION:8.81
Disaster: Fire | Severity: High | SMOKE:164.34, VIBRATION:7.08
Disaster: Fire | Severity: Medium | SMOKE:49.56, VIBRATION:2.55
Disaster: Fire | Severity: High | SMOKE:299.04, VIBRATION:4.43
Disaster: Fire | Severity: High | SMOKE:274.39, VIBRATION:6.58
Disaster: Fire | Severity: High | SMOKE:272.5, VIBRATION:6.73
Disaster: Fire | Severity: High | SMOKE:251.66, VIBRATION:6.65
Disaster: Fire | Severity: High | SMOKE:247.22, VIBRATION:6.56
Disaster: Fire | Severity: High | SMOKE:274.4, VIBRATION:6.87
Disaster: Fire | Severity: High | SMOKE:242.54, VIBRATION:6.37
Disaster: Fire | Severity: High | SMOKE:274.26, VIBRATION:6.74
Disaster: Fire | Severity: High | SMOKE:245.52, VIBRATION:6.12
Disaster: Fire | Severity: High | SMOKE:272.69, VIBRATION:6.98
Disaster: Fire | Severity: High | SMOKE:213.76, VIBRATION:8.83
Disaster: Fire | Severity: High | SMOKE:215.48, VIBRATION:8.77
Disaster: Fire | Severity: Medium | SMOKE:10.19, VIBRATION:4.96
Disaster: Fire | Severity: Medium | SMOKE:5.77, VIBRATION:4.91
Disaster: Fire | Severity: High | SMOKE:216.72, VIBRATION:8.72
Disaster: Fire | Severity: High | SMOKE:39.84, VIBRATION:7.8
Disaster: Fire | Severity: High | SMOKE:43.32, VIBRATION:7.82
Disaster: Fire | Severity: High | SMOKE:48.1, VIBRATION:7.98
Disaster: Fire | Severity: High | SMOKE:131.1, VIBRATION:5.91
Disaster: Fire | Severity: High | SMOKE:134.87, VIBRATION:5.69
Disaster: Fire | Severity: High | SMOKE:239.19, VIBRATION:5.25
Disaster: Fire | Severity: High | SMOKE:132.07, VIBRATION:5.69
Disaster: Fire | Severity: High | SMOKE:241.45, VIBRATION:5.42
Disaster: Fire | Severity: Medium | SMOKE:90.26, VIBRATION:2.5
Disaster: Fire | Severity: High | SMOKE:240.21, VIBRATION:5.42
Disaster: Fire | Severity: Medium | SMOKE:93.74, VIBRATION:2.33
Disaster: Fire | Severity: High | SMOKE:130.17, VIBRATION:5.46
Disaster: Fire | Severity: High | SMOKE:235.65, VIBRATION:5.61
Disaster: Fire | Severity: Medium | SMOKE:89.35, VIBRATION:2.32
Disaster: Fire | Severity: High | SMOKE:126.4, VIBRATION:5.56
Disaster: Fire | Severity: High | SMOKE:237.12, VIBRATION:5.75
Disaster: Fire | Severity: Medium | SMOKE:93.83, VIBRATION:2.21
Disaster: Fire | Severity: High | SMOKE:128.19, VIBRATION:5.33
Disaster: Fire | Severity: High | SMOKE:237.25, VIBRATION:5.87
Disaster: Fire | Severity: Medium | SMOKE:94.65, VIBRATION:2.4
Disaster: Fire | Severity: High | SMOKE:130.0, VIBRATION:5.48
Disaster: Fire | Severity: High | SMOKE:239.79, VIBRATION:6.12
Disaster: Fire | Severity: Medium | SMOKE:98.94, VIBRATION:2.62
Disaster: Fire | Severity: High | SMOKE:127.59, VIBRATION:5.2
Disaster: Fire | Severity: High | SMOKE:240.33, VIBRATION:6.05
Disaster: Fire | Severity: Medium | SMOKE:103.1, VIBRATION:2.89
Disaster: Fire | Severity: High | SMOKE:128.85, VIBRATION:5.1
Disaster: Fire | Severity: High | SMOKE:240.97, VIBRATION:5.87
Disaster: Fire | Severity: Medium | SMOKE:100.14, VIBRATION:2.65
Disaster: Fire | Severity: Medium | SMOKE:126.94, VIBRATION:4.93
Disaster: Fire | Severity: High | SMOKE:243.83, VIBRATION:5.81
Disaster: Fire | Severity: Medium | SMOKE:102.16, VIBRATION:2.63
Disaster: Fire | Severity: High | SMOKE:123.02, VIBRATION:5.11
Disaster: Fire | Severity: High | SMOKE:239.36, VIBRATION:5.78
Disaster: Fire | Severity: Medium | SMOKE:106.28, VIBRATION:2.49
Disaster: Fire | Severity: High | SMOKE:124.2, VIBRATION:5.07
Disaster: Fire | Severity: High | SMOKE:235.66, VIBRATION:5.5
Disaster: Fire | Severity: Medium | SMOKE:107.34, VIBRATION:2.59
Disaster: Fire | Severity: High | SMOKE:123.5, VIBRATION:5.26
Disaster: Fire | Severity: High | SMOKE:296.54, VIBRATION:9.75
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:9.67
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:9.83
Disaster: Fire | Severity: High | SMOKE:295.29, VIBRATION:9.62
Disaster: Fire | Severity: High | SMOKE:200.17, VIBRATION:0.36
Disaster: Fire | Severity: High | SMOKE:102.07, VIBRATION:5.71
Disaster: Fire | Severity: High | SMOKE:234.89, VIBRATION:8.07
Disaster: Fire | Severity: High | SMOKE:195.32, VIBRATION:0.27
Disaster: Fire | Severity: High | SMOKE:55.28, VIBRATION:6.99
Disaster: Fire | Severity: High | SMOKE:57.83, VIBRATION:6.79
Disaster: Fire | Severity: Medium | SMOKE:106.28, VIBRATION:1.08
Disaster: Fire | Severity: High | SMOKE:150.35, VIBRATION:8.27
Disaster: Fire | Severity: Medium | SMOKE:37.08, VIBRATION:3.95
Disaster: Fire | Severity: Medium | SMOKE:102.34, VIBRATION:0.96
Disaster: Fire | Severity: Medium | SMOKE:129.14, VIBRATION:1.25
Disaster: Fire | Severity: High | SMOKE:148.47, VIBRATION:8.09
Disaster: Fire | Severity: High | SMOKE:191.73, VIBRATION:6.62
Disaster: Fire | Severity: Medium | SMOKE:40.11, VIBRATION:4.05
Disaster: Fire | Severity: High | SMOKE:202.78, VIBRATION:0.87
Disaster: Fire | Severity: Medium | SMOKE:104.74, VIBRATION:1.15
Disaster: Fire | Severity: Medium | SMOKE:130.19, VIBRATION:1.07
Disaster: Fire | Severity: Medium | SMOKE:93.73, VIBRATION:1.6
Disaster: Fire | Severity: High | SMOKE:151.24, VIBRATION:7.79
Disaster: Fire | Severity: High | SMOKE:187.93, VIBRATION:6.91
Disaster: Fire | Severity: Medium | SMOKE:122.62, VIBRATION:2.74
Disaster: Fire | Severity: Medium | SMOKE:42.32, VIBRATION:3.93
Disaster: Fire | Severity: High | SMOKE:202.7, VIBRATION:0.81
Disaster: Fire | Severity: Medium | SMOKE:97.79, VIBRATION:1.6
Disaster: Fire | Severity: Medium | SMOKE:109.6, VIBRATION:1.4
Disaster: Fire | Severity: High | SMOKE:146.42, VIBRATION:8.01
Disaster: Fire | Severity: Medium | SMOKE:126.44, VIBRATION:2.51
Disaster: Fire | Severity: High | SMOKE:192.0, VIBRATION:6.98
Disaster: Fire | Severity: Medium | SMOKE:125.54, VIBRATION:1.35
Disaster: Fire | Severity: High | SMOKE:220.08, VIBRATION:4.46
Disaster: Fire | Severity: High | SMOKE:18.55, VIBRATION:9.84
Disaster: Fire | Severity: High | SMOKE:149.38, VIBRATION:7.38
Disaster: Fire | Severity: High | SMOKE:222.21, VIBRATION:4.58
Disaster: Fire | Severity: High | SMOKE:294.49, VIBRATION:8.91
Disaster: Fire | Severity: High | SMOKE:17.72, VIBRATION:9.56
Disaster: Fire | Severity: Medium | SMOKE:49.03, VIBRATION:3.13
Disaster: Fire | Severity: High | SMOKE:150.65, VIBRATION:7.46
Disaster: Fire | Severity: Low | SMOKE:45.15, VIBRATION:1.35
Disaster: Fire | Severity: High | SMOKE:225.77, VIBRATION:4.58
Disaster: Fire | Severity: High | SMOKE:290.08, VIBRATION:8.71
Disaster: Fire | Severity: High | SMOKE:121.86, VIBRATION:9.39
Disaster: Fire | Severity: High | SMOKE:21.47, VIBRATION:9.69
Disaster: Fire | Severity: Medium | SMOKE:50.04, VIBRATION:3.21
Disaster: Fire | Severity: High | SMOKE:171.12, VIBRATION:9.64
Disaster: Fire | Severity: High | SMOKE:152.17, VIBRATION:7.56
Disaster: Fire | Severity: Low | SMOKE:46.8, VIBRATION:1.53
Disaster: Fire | Severity: High | SMOKE:223.42, VIBRATION:4.7
Disaster: Fire | Severity: High | SMOKE:293.02, VIBRATION:8.57
Disaster: Fire | Severity: High | SMOKE:117.83, VIBRATION:9.53
Disaster: Fire | Severity: High | SMOKE:18.85, VIBRATION:9.41
Disaster: Fire | Severity: Medium | SMOKE:54.85, VIBRATION:3.12
Disaster: Fire | Severity: High | SMOKE:173.04, VIBRATION:9.81
Disaster: Fire | Severity: High | SMOKE:151.82, VIBRATION:7.58
